"","varname","label","val_labels"
"421","CS.T.COG.SS","CTRS_Rs; Teacher ratings; B: Cognitive problems/Inattention; sum of scores"," "
"422","CS.T.HYP.i10","CTRS_Rs; Teacher ratings; C: Hyperactivity; item 10 [Orig Label: 10 Forlater plassen sinsituasjoner de]","0 ikke sjelden aldri; 1 litt av og til; 2 ganske bra ofte; 3 veldig bra svært ofte"
"423","CS.T.HYP.i15","CTRS_Rs; Teacher ratings; C: Hyperactivity; item 15 [Orig Label: 15 Har vansker medvente til det er ha]","0 ikke sjelden aldri; 1 litt av og til; 2 ganske bra ofte; 3 veldig bra svært ofte"
"424","CS.T.HYP.i19","CTRS_Rs; Teacher ratings; C: Hyperactivity; item 19 [Orig Label: 19 Løper omkring eller klatrer overdreve]","0 ikke sjelden aldri; 1 litt av og til; 2 ganske bra ofte; 3 veldig bra svært ofte"
"425","CS.T.HYP.i21","CTRS_Rs; Teacher ratings; C: Hyperactivity; item 21 [Orig Label: 21 Har problemer meddelta eller leke]","0 ikke sjelden aldri; 1 litt av og til; 2 ganske bra ofte; 3 veldig bra svært ofte"
"426","CS.T.HYP.i3","CTRS_Rs; Teacher ratings; C: Hyperactivity; item[Orig Label: 3 Rastløs, urolig, vrir seg]","0 ikke sjelden aldri; 1 litt av og til; 2 ganske bra ofte; 3 veldig bra svært ofte"
"427","CS.T.HYP.i7","CTRS_Rs; Teacher ratings; C: Hyperactivity; item[Orig Label: 7 Er hele tiden ¿på farten¿ eller oppfør]","0 ikke sjelden aldri; 1 litt av og til; 2 ganske bra ofte; 3 veldig bra svært ofte"
"428","CS.T.HYP.SC","CTRS_Rs; Teacher ratings; C: Hyperactivity; count of non-zero scores"," "
"429","CS.T.HYP.SS","CTRS_Rs; Teacher ratings; C: Hyperactivity; sum of scores"," "
"430","CS.T.HYPADHDI.i24","CTRS_Rs; Teacher ratings; HYPADHDI; item 24 [Orig Label: 24 Opphisset, impulsiv]","0 ikke sjelden aldri; 1 litt av og til; 2 ganske bra ofte; 3 veldig bra svært ofte"
"431","CS.T.OPP.i13","CTRS_Rs; Teacher ratings; A: Oppositional; item 13 [Orig Label: 13 Krangler med voksne]","0 ikke sjelden aldri; 1 litt av og til; 2 ganske bra ofte; 3 veldig bra svært ofte"
"432","CS.T.OPP.i18","CTRS_Rs; Teacher ratings; A: Oppositional; item 18 [Orig Label: 18 Sinnetokter, eksploderer, uforutsigba]","0 ikke sjelden aldri; 1 litt av og til; 2 ganske bra ofte; 3 veldig bra svært ofte"
"433","CS.T.OPP.i2","CTRS_Rs; Teacher ratings; A: Oppositional; item[Orig Label: 2 Trassig]","0 ikke sjelden aldri; 1 litt av og til; 2 ganske bra ofte; 3 veldig bra svært ofte"
"434","CS.T.OPP.i6","CTRS_Rs; Teacher ratings; A: Oppositional; item[Orig Label: 6 Trasser aktivt eller nekteretterkom]","0 ikke sjelden aldri; 1 litt av og til; 2 ganske bra ofte; 3 veldig bra svært ofte"
"435","CS.T.OPP.i9","CTRS_Rs; Teacher ratings; A: Oppositional; item[Orig Label: 9 Ondskapsfull eller hevngjerrig]","0 ikke sjelden aldri; 1 litt av og til; 2 ganske bra ofte; 3 veldig bra svært ofte"
"436","CS.T.OPP.SC","CTRS_Rs; Teacher ratings; A: Oppositional; count of non-zero scores"," "
"437","CS.T.OPP.SS","CTRS_Rs; Teacher ratings; A: Oppositional; sum of scores"," "
"438","CS.T.xADHD.SC","CTRS_Rs; Teacher ratings; ADHD (!= Conners!); count of non-zero scores"," "
"439","CS.T.xADHD.SS","CTRS_Rs; Teacher ratings; ADHD (!= Conners!); sum of scores"," "
"440","CS.T.xAHI.SS","CTRS_Rs; Teacher ratings; ADHD HyperactivityImpulsivity (!= Conners!); sum of scores"," "
"441","CS.T.xAHY.SS","CTRS_Rs; Teacher ratings; ADHD hyperactivity (!= Conners!); sum of scores; (Items: )"," "
"442","CS.T.xAIA.SS","CTRS_Rs; Teacher ratings; ADHD inattention (!= Conners!); sum of scores; (Items: )"," "
"443","CS.T.xAIM.SS","CTRS_Rs; Teacher ratings; ADHD impulsivity (!= Conners!); sum of scores; (Items: )"," "
"444","CS.T.xCD.SS","CTRS_Rs; Teacher ratings; Conduct disorder (!= Conners!); sum of scores; (Items: )"," "
"445","CS.T.xODD.SS","CTRS_Rs; Teacher ratings; ODD (!= Conners!); sum of scores; (Items: )"," "
"446","EAS.P.ACTIVITY.i2","EAS; Parent rating; ACTIVITY; item[Orig Label:  52 er alltid på farten]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"447","EAS.P.ACTIVITY.i4","EAS; Parent rating; ACTIVITY; item[Orig Label:  54 eraktivitet og løper omkring med e]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"448","EAS.P.ACTIVITY.i8","EAS; Parent rating; ACTIVITY; item[Orig Label:  58 foretrekker rolige, stillesittende ak]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"449","EAS.P.ACTIVITY.SS","EAS; Parent rating; ACTIVITY; sum score"," "
"450","EAS.P.EMOTION.i1","EAS; Parent rating; EMOTIONABILITY; item[Orig Label:  51 Det skal lite til før barnet gråter]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"451","EAS.P.EMOTION.i10","EAS; Parent rating; EMOTIONABILITY; item 10 [Orig Label:  60 reagerer intenst når det blir opphiss]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"452","EAS.P.EMOTION.i7","EAS; Parent rating; EMOTIONABILITY; item[Orig Label:  57 Det skal lite til før barnet hisser s]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"453","EAS.P.EMOTION.SS","EAS; Parent rating; EMOTIONABILITY; sum score"," "
"454","EAS.P.SHYNESS.i11","EAS; Parent rating; SHYNESS; item 11 [Orig Label:  61 er vennlig og tillitsfull mot fremmed]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"455","EAS.P.SHYNESS.i5","EAS; Parent rating; SHYNESS; item[Orig Label:  55 er svært sosialt]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"456","EAS.P.SHYNESS.i6","EAS; Parent rating; SHYNESS; item[Orig Label:  56 Det tar lang tid før barnet blir vant]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"457","EAS.P.SHYNESS.SS","EAS; Parent rating; SHYNESS; sum score"," "
"458","EAS.P.SOCIABIL.i12","EAS; Parent rating; SOCIABILITY; item 12 [Orig Label:  62 synes andre mennesker er morsommere e]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"459","EAS.P.SOCIABIL.i3","EAS; Parent rating; SOCIABILITY; item[Orig Label:  53 vil heller leke med andre ennleke]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"460","EAS.P.SOCIABIL.i9","EAS; Parent rating; SOCIABILITY; item[Orig Label:  59 likervære sammen med andre mennes]","1 extremely untrue of your child; 2 quite untrue of your child; 3 slightly untrue of your child; 4 neither true nor false of your child; 5 slightly true of your child; 6 quite true of your child; 7 extremely true of your child"
"461","EAS.P.SOCIABIL.SS","EAS; Parent rating; SOCIABILITY; sum score"," "
"462","ECI.P.ADHD.SC","ECI4; Parent ratings; ADHD; count of non-zero scores"," "
"463","ECI.P.ADHD.SS","ECI4; Parent ratings; ADHD; sum of scores"," "
"464","ECI.P.AHI.SS","ECI4; Parent ratings; ADHD HyperactivityImpulsivity; sum of scores"," "
"465","ECI.P.AHY.i10","ECI4; Parent ratings; ADHD hyperactivity; item 10","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"466","ECI.P.AHY.i11","ECI4; Parent ratings; ADHD hyperactivity; item 11","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"467","ECI.P.AHY.i12","ECI4; Parent ratings; ADHD hyperactivity; item 12","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"468","ECI.P.AHY.i13","ECI4; Parent ratings; ADHD hyperactivity; item 13","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"469","ECI.P.AHY.i14","ECI4; Parent ratings; ADHD hyperactivity; item 14","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"470","ECI.P.AHY.i15","ECI4; Parent ratings; ADHD hyperactivity; item 15","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"471","ECI.P.AHY.SS","ECI4; Parent ratings; ADHD hyperactivity; sum of scores"," "
"472","ECI.P.AIA.i1","ECI4; Parent ratings; ADHD inattention; item 1","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"473","ECI.P.AIA.i2","ECI4; Parent ratings; ADHD inattention; item 2","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"474","ECI.P.AIA.i3","ECI4; Parent ratings; ADHD inattention; item 3","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"475","ECI.P.AIA.i4","ECI4; Parent ratings; ADHD inattention; item 4","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"476","ECI.P.AIA.i5","ECI4; Parent ratings; ADHD inattention; item 5","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"477","ECI.P.AIA.i6","ECI4; Parent ratings; ADHD inattention; item 6","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"478","ECI.P.AIA.i7","ECI4; Parent ratings; ADHD inattention; item 7","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"479","ECI.P.AIA.i8","ECI4; Parent ratings; ADHD inattention; item 8","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"480","ECI.P.AIA.i9","ECI4; Parent ratings; ADHD inattention; item 9","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"481","ECI.P.AIA.SS","ECI4; Parent ratings; ADHD inattention; sum of scores"," "
"482","ECI.P.AIM.i16","ECI4; Parent ratings; ADHD impulsivity; item 16","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"483","ECI.P.AIM.i17","ECI4; Parent ratings; ADHD impulsivity; item 17","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"484","ECI.P.AIM.i18","ECI4; Parent ratings; ADHD impulsivity; item 18","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"485","ECI.P.AIM.SS","ECI4; Parent ratings; ADHD impulsivity; sum of scores"," "
"486","ECI.P.AUT.i100","ECI4; Parent ratings; Autism spectrum disorder; item 100","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"487","ECI.P.AUT.i101","ECI4; Parent ratings; Autism spectrum disorder; item 101","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"488","ECI.P.AUT.i102","ECI4; Parent ratings; Autism spectrum disorder; item 102","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"489","ECI.P.AUT.i103","ECI4; Parent ratings; Autism spectrum disorder; item 103","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"490","ECI.P.AUT.i104","ECI4; Parent ratings; Autism spectrum disorder; item 104","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"491","ECI.P.AUT.i105","ECI4; Parent ratings; Autism spectrum disorder; item 105","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"492","ECI.P.AUT.i106","ECI4; Parent ratings; Autism spectrum disorder; item 106","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"493","ECI.P.AUT.i107","ECI4; Parent ratings; Autism spectrum disorder; item 107","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"494","ECI.P.AUT.i108","ECI4; Parent ratings; Autism spectrum disorder; item 108","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"495","ECI.P.AUT.i97","ECI4; Parent ratings; Autism spectrum disorder; item 97","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"496","ECI.P.AUT.i98","ECI4; Parent ratings; Autism spectrum disorder; item 98","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"497","ECI.P.AUT.i99","ECI4; Parent ratings; Autism spectrum disorder; item 99","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"498","ECI.P.AUT.SS","ECI4; Parent ratings; Autism spectrum disorder; sum of scores"," "
"499","ECI.P.CD.i29","ECI4; Parent ratings; Conduct disorder; item 29","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"500","ECI.P.CD.i30","ECI4; Parent ratings; Conduct disorder; item 30","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"501","ECI.P.CD.i31","ECI4; Parent ratings; Conduct disorder; item 31","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"502","ECI.P.CD.i32","ECI4; Parent ratings; Conduct disorder; item 32","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"503","ECI.P.CD.i33","ECI4; Parent ratings; Conduct disorder; item 33","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"504","ECI.P.CD.i34","ECI4; Parent ratings; Conduct disorder; item 34","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"505","ECI.P.CD.i35","ECI4; Parent ratings; Conduct disorder; item 35","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"506","ECI.P.CD.i36","ECI4; Parent ratings; Conduct disorder; item 36","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"507","ECI.P.CD.i37","ECI4; Parent ratings; Conduct disorder; item 37","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"508","ECI.P.CD.i38","ECI4; Parent ratings; Conduct disorder; item 38","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"509","ECI.P.CD.SS","ECI4; Parent ratings; Conduct disorder; sum of scores"," "
"510","ECI.P.CMP.i59","ECI4; Parent ratings; Compulsions; item 59","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"511","ECI.P.CMP.SS","ECI4; Parent ratings; Compulsions; sum of scores"," "
"512","ECI.P.DEP.i66","ECI4; Parent ratings; Major depressive disorder; item 66","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"513","ECI.P.DEP.i67","ECI4; Parent ratings; Major depressive disorder; item 67","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"514","ECI.P.DEP.i68","ECI4; Parent ratings; Major depressive disorder; item 68","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"515","ECI.P.DEP.i69","ECI4; Parent ratings; Major depressive disorder; item 69","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"516","ECI.P.DEP.i70","ECI4; Parent ratings; Major depressive disorder; item 70","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"517","ECI.P.DEP.i71","ECI4; Parent ratings; Major depressive disorder; item 71","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"518","ECI.P.DEP.i72","ECI4; Parent ratings; Major depressive disorder; item 72","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"519","ECI.P.DEP.i73","ECI4; Parent ratings; Major depressive disorder; item 73","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"520","ECI.P.DEP.i74","ECI4; Parent ratings; Major depressive disorder; item 74","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"521","ECI.P.DEP.i75","ECI4; Parent ratings; Major depressive disorder; item 75","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"522","ECI.P.DEP.i76","ECI4; Parent ratings; Major depressive disorder; item 76","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"523","ECI.P.DEP.i77","ECI4; Parent ratings; Major depressive disorder; item 77","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"524","ECI.P.DEP.SS","ECI4; Parent ratings; Major depressive disorder; sum of scores"," "
"525","ECI.P.ELM.i87","ECI4; Parent ratings; Elimination disorder; item 87","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"526","ECI.P.ELM.i88","ECI4; Parent ratings; Elimination disorder; item 88","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"527","ECI.P.ELM.SS","ECI4; Parent ratings; Elimination disorder; sum of scores"," "
"528","ECI.P.FEED.i93","ECI4; Parent ratings; Feeding disorder; item 93","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"529","ECI.P.FEED.i94","ECI4; Parent ratings; Feeding disorder; item 94","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"530","ECI.P.FEED.SS","ECI4; Parent ratings; Feeding disorder; sum of scores"," "
"531","ECI.P.GEA.i62","ECI4; Parent ratings; Generalized anxiety; item 62","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"532","ECI.P.GEA.i63","ECI4; Parent ratings; Generalized anxiety; item 63","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"533","ECI.P.GEA.i64","ECI4; Parent ratings; Generalized anxiety; item 64","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"534","ECI.P.GEA.SS","ECI4; Parent ratings; Generalized anxiety; sum of scores"," "
"535","ECI.P.MOT.i60","ECI4; Parent ratings; Motor tics; item 60","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"536","ECI.P.MOT.SS","ECI4; Parent ratings; Motor tics; sum of scores"," "
"537","ECI.P.OBS.i58","ECI4; Parent ratings; Obsessions; item 58","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"538","ECI.P.OBS.SS","ECI4; Parent ratings; Obsessions; sum of scores"," "
"539","ECI.P.ODD.i21","ECI4; Parent ratings; Oppositional defiant disorder; item 21","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"540","ECI.P.ODD.i22","ECI4; Parent ratings; Oppositional defiant disorder; item 22","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"541","ECI.P.ODD.i23","ECI4; Parent ratings; Oppositional defiant disorder; item 23","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"542","ECI.P.ODD.i24","ECI4; Parent ratings; Oppositional defiant disorder; item 24","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"543","ECI.P.ODD.i25","ECI4; Parent ratings; Oppositional defiant disorder; item 25","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"544","ECI.P.ODD.i26","ECI4; Parent ratings; Oppositional defiant disorder; item 26","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"545","ECI.P.ODD.i27","ECI4; Parent ratings; Oppositional defiant disorder; item 27","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"546","ECI.P.ODD.i28","ECI4; Parent ratings; Oppositional defiant disorder; item 28","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"547","ECI.P.ODD.SS","ECI4; Parent ratings; Oppositional defiant disorder; sum of scores"," "
"548","ECI.P.PCS.i39","ECI4; Parent ratings; Peer conflict; item 39","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"549","ECI.P.PCS.i40","ECI4; Parent ratings; Peer conflict; item 40","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"550","ECI.P.PCS.i41","ECI4; Parent ratings; Peer conflict; item 41","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"551","ECI.P.PCS.i42","ECI4; Parent ratings; Peer conflict; item 42","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"552","ECI.P.PCS.i43","ECI4; Parent ratings; Peer conflict; item 43","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
"553","ECI.P.PCS.i44","ECI4; Parent ratings; Peer conflict; item 44","1 Never; 2 Sometimes; 3 Often; 4 VeryOften"
